"season"	"county"	"locality"	"birds_seen"	"variety_seen"	"birder_count"	"avg_birds_seen"	"seen_rank"	"variety_rank"	"score"	"hot_spot_rank"	"latitude"	"longitude"
"59"	"Fall"	"coos"	"North Spit--old Weyco Settling Pond & deflation plain"	110564	175	87	1270.85057471264	8	1	91	1	43.4210895	-124.2850935
"60"	"Fall"	"coos"	"Pigeon Point"	14401	118	26	553.884615384615	13	9	78	7	43.3629632	-124.3008113
"61"	"Fall"	"crook"	"Crooked River Park"	7195	102	19	378.684210526316	11	2	87	4	44.2893883	-120.8439617
"62"	"Fall"	"crook"	"Crooked River Wetlands Complex"	93819	124	125	750.552	6	1	93	2.5	44.3165109	-120.897857
"63"	"Fall"	"crook"	"Houston Lakes"	35585	98	28	1270.89285714286	3	4	93	2.5	44.2941213	-120.9893417
"64"	"Fall"	"crook"	"Ochoco Lake County Park"	3973	79	16	248.3125	13	6	81	8	44.3054467	-120.7012939
"65"	"Fall"	"crook"	"Ochoco Reservoir"	10960	95	27	405.925925925926	9	5	86	5	44.3066526	-120.6975174
"66"	"Fall"	"crook"	"Ochoco Reservoir--east end"	5144	43	5	1028.8	5	15	80	9	44.3179229	-120.6638986
"67"	"Fall"	"crook"	"Prineville Reservoir State Park"	2404	76	13	184.923076923077	15	7	78	10	44.1322645	-120.7262707
"68"	"Fall"	"crook"	"Prineville Reservoir--Social Security Beach"	4579	50	4	1144.75	4	11	85	6	44.1260937	-120.6952402
"69"	"Fall"	"crook"	"Prineville Sewage Ponds (closed to the public as of 6/9/21)"	77717	100	26	2989.11538461538	2	3	95	1	44.3067524	-120.8712494
"70"	"Fall"	"crook"	"Prineville Sewage Ponds New (closed to the public as of 6/9/21)"	3788	64	10	378.8	10	8	82	7	44.3182601	-120.888319
"71"	"Fall"	"curry"	"Arizona Beach State Recreation Site"	14076	140	60	234.6	17	2	81	6	42.6144248	-124.3954897
"72"	"Fall"	"curry"	"Cape Blanco SP--Sixes River Bottomlands"	11159	125	45	247.977777777778	14	5.5	80.5	7	42.8447425	-124.5380974
"73"	"Fall"	"curry"	"Chetco Pt."	23110	136	61	378.852459016393	8	4	88	2	42.0443211	-124.2902613
"74"	"Fall"	"curry"	"Floras Lake"	108821	171	73	1490.69863013699	1	1	98	1	42.9038274	-124.5049667
"75"	"Fall"	"curry"	"Gold Beach--Marina"	19288	112	52	370.923076923077	9	8	83	5	42.4230764	-124.4195652
"76"	"Fall"	"curry"	"Pistol River lowlands"	13490	139	40	337.25	10	3	87	3	42.2717782	-124.3969738
"77"	"Fall"	"curry"	"Pistol River--ODOT Pullout Riparian"	3394	90	8	424.25	6	19.5	74.5	10	42.2676357	-124.382178
"78"	"Fall"	"curry"	"Rogue River mouth"	26758	90	35	764.514285714286	2	19.5	78.5	8	42.4219676	-124.4292641
"79"	"Fall"	"curry"	"Rogue River--North Jetty"	8829	94	22	401.318181818182	7	17.5	75.5	9	42.4259274	-124.4264317
"80"	"Fall"	"curry"	"Rogue River--South Jetty"	16951	103	30	565.033333333333	4	11	85	4	42.4180233	-124.4310933
"81"	"Fall"	"deschutes"	"Awbrey Meadows"	20247	81	8	2530.875	1	32.5	66.5	5	44.094724	-121.341221
"82"	"Fall"	"deschutes"	"Davis Lake--Lava Flow Campground"	46990	71	24	1957.91666666667	3	40.5	56.5	9	43.6224696	-121.8206978
"83"	"Fall"	"deschutes"	"Deschutes River Trail--Old Mill (Mill A  and  Loggers Loops)"	127717	132	115	1110.58260869565	8	4	88	2	44.045064	-121.316421
"84"	"Fall"	"deschutes"	"Farewell Bend Park"	29951	117	62	483.08064516129	26	10.5	63.5	6	44.0413879	-121.3250685
"85"	"Fall"	"deschutes"	"Hatfield Lake"	472716	176	271	1744.33948339483	5	1	94	1	44.1232081	-121.198554
"86"	"Fall"	"deschutes"	"North Wickiup Boat Ramp"	25513	125	75	340.173333333333	39	7	54	10	43.705608	-121.7521191
"87"	"Fall"	"deschutes"	"Redmond Sewage Ponds (restricted access)"	76967	139	85	905.494117647059	12	2	86	3	44.3352042	-121.2192706
"88"	"Fall"	"deschutes"	"River Meadows (restricted access)"	8144	89	10	814.4	15	25	60	8	43.8249157	-121.4900945
"89"	"Fall"	"deschutes"	"Wickiup Reservoir"	14117	123	19	743	18	8	74	4	43.6821993	-121.6995049
"90"	"Fall"	"deschutes"	"Wickiup Reservoir--Kiosk Ponds"	20506	127	51	402.078431372549	31	6	63	7	43.700289	-121.7088343
"91"	"Fall"	"douglas"	"Cooper Creek Reservoir"	4139	80	15	275.933333333333	17	10	73	8.5	43.371635	-123.2592818
"92"	"Fall"	"douglas"	"Diamond Lake"	43730	79	15	2915.33333333333	1	11	88	3.5	43.1557188	-122.1514893
"93"	"Fall"	"douglas"	"Diamond Lake--sewage ponds (restricted access)"	3448	55	5	689.6	6	23	71	10	43.1853403	-122.1426487
"94"	"Fall"	"douglas"	"Fords Pond"	135416	150	80	1692.7	2	1	97	1	43.3913165	-123.363111
"95"	"Fall"	"douglas"	"Plat I Reservoir"	12138	109	23	527.739130434783	9	3	88	3.5	43.394346	-123.2522678
"96"	"Fall"	"douglas"	"Stables Rd."	7950	85	20	397.5	11	7	82	6	43.717063	-124.091042
"97"	"Fall"	"douglas"	"Stewart Park Wildlife Ponds & Nature Trail"	28680	119	50	573.6	8	2	90	2	43.2276504	-123.3712292
"98"	"Fall"	"douglas"	"Umpqua Lighthouse area"	13222	81	38	347.947368421053	13	9	78	7	43.6627183	-124.1986585
"99"	"Fall"	"douglas"	"Umpqua River--South Jetty"	7806	99	42	185.857142857143	23	4	73	8.5	43.6655123	-124.2117691
"100"	"Fall"	"douglas"	"Wildlife Safari (restricted access)"	3894	74	4	973.5	4	13	83	5	43.1429002	-123.4299911
"101"	"Fall"	"gilliam"	"Arlington (town)"	4052	71	52	77.9230769230769	8	3	89	4.5	45.7193942	-120.2036047
"102"	"Fall"	"gilliam"	"Condon City Park"	672	20	10	67.2	10	14	76	10	45.2326076	-120.1848292
"103"	"Fall"	"gilliam"	"Condon Sewage Ponds (restricted access)"	4934	69	24	205.583333333333	3	4	93	3	45.2275954	-120.17736
"104"	"Fall"	"gilliam"	"Cottonwood Canyon SP (Gilliam Co.)"	1209	62	20	60.45	11	5	84	8	45.4768042	-120.4663754
"105"	"Fall"	"gilliam"	"Lost Valley Rd.--valley and pine forest"	405	31	8	50.625	13	8.5	78.5	9	45.075741	-119.9704122
"106"	"Fall"	"gilliam"	"Middle Rock Creek Ln."	589	35	4	147.25	5	6	89	4.5	45.5071098	-120.1809668
"107"	"Fall"	"gilliam"	"Phillipi Canyon"	981	32	8	122.625	6	7	87	7	45.6757999	-120.4921155
"108"	"Fall"	"gilliam"	"Port of Arlington"	12360	73	54	228.888888888889	2	2	96	2	45.7229297	-120.2074885
"109"	"Fall"	"gilliam"	"Upper Rock Creek Rd."	820	31	5	164	4	8.5	87.5	6	45.4920809	-120.1645732
"110"	"Fall"	"gilliam"	"Willow Creek Wildlife Area"	9151	89	32	285.96875	1	1	98	1	45.7826593	-120.0048959
"111"	"Fall"	"grant"	"Clyde Holiday SP"	1908	78	38	50.2105263157895	17	2	81	9	44.4155744	-119.0886211
"112"	"Fall"	"grant"	"Cougar Creek (Ochocos National Forest)"	430	29	1	430	1	12.5	86.5	3	44.151143	-119.5793796
"113"	"Fall"	"grant"	"Davis Creek Park"	2468	66	15	164.533333333333	6	3	91	2	44.4231916	-118.9642991
"114"	"Fall"	"grant"	"Forest Conservation Area"	5447	93	13	419	2	1	97	1	44.4573634	-118.6867458
"115"	"Fall"	"grant"	"John Day (town)"	1218	58	13	93.6923076923077	13	4	83	6.5	44.4161415	-118.9526707
"116"	"Fall"	"grant"	"Magone Lake"	540	23	2	270	3	16	81	9	44.5489188	-118.9115202
"117"	"Fall"	"grant"	"Monument Reserve (Thomas Cavender Reservoir)"	1152	34	5	230.4	5	10.5	84.5	4	44.8255575	-119.431813
"118"	"Fall"	"grant"	"Moon Creek Wildlife Area"	867	40	9	96.3333333333333	12	7	81	9	44.4177984	-119.2257365
"119"	"Fall"	"grant"	"Mount Vernon (town)"	709	39	6	118.166666666667	9	8	83	6.5	44.417753	-119.113389
"120"	"Fall"	"grant"	"Poison Creek Reservoir"	1499	44	13	115.307692307692	10	6	84	5	44.0136974	-118.9142078
"121"	"Fall"	"harney"	"Burns Sewage Ponds (restricted access)"	59526	97	39	1526.30769230769	2	8	90	1	43.5672909	-119.0676928
"122"	"Fall"	"harney"	"Chickahominy Reservoir"	16815	89	31	542.41935483871	11	11	78	3.5	43.5485481	-119.6205139
"123"	"Fall"	"harney"	"Hines Nature Trail"	7515	57	4	1878.75	1	25.5	73.5	7	43.5561306	-119.0771071
"124"	"Fall"	"harney"	"Hotchkiss Ln.--WTP Ponds (restricted access)"	16120	58	20	806	5	24	71	9	43.5551186	-119.0707684
"125"	"Fall"	"harney"	"Hwy. 205 (Catlow Valley Rd.)--Roaring Springs Ranch pulloff"	10895	110	34	320.441176470588	18	5	77	6	42.6567921	-118.9861518
"126"	"Fall"	"harney"	"Malheur NWR--Benson Pond"	23621	140	79	299	20	2	78	3.5	42.9566738	-118.8657188
"127"	"Fall"	"harney"	"Malheur NWR--Central Patrol Rd.--Krumbo Reservoir Rd. to P Ranch"	6780	105	20	339	16	6.5	77.5	5	42.8368515	-118.8856745
"128"	"Fall"	"harney"	"Malheur NWR--Headquarters"	76237	195	211	361.312796208531	14	1	85	2	43.2653681	-118.8433095
"129"	"Fall"	"harney"	"Malheur NWR--Knox Pond"	6105	87	20	305.25	19	13	68	10	42.8900268	-118.8682079
"130"	"Fall"	"harney"	"Rock Creek Reservoir (Harney Co.)"	4273	77	9	474.777777777778	12	16	72	8	42.6849592	-119.3080902
"131"	"Fall"	"hood river"	"Bonney Butte"	23262	88	93	250.129032258065	7	4	89	4.5	45.266666	-121.599998
"132"	"Fall"	"hood river"	"Cascade Locks (Oregon side)"	2487	65	23	108.130434782609	13	8	79	10	45.6722886	-121.8914008
"133"	"Fall"	"hood river"	"Cascade Locks--Easy Climb Trail"	6729	58	8	841.125	2	10	88	6	45.6845271	-121.8532002
"134"	"Fall"	"hood river"	"Cascade Locks--Marine Park (island)"	3209	80	29	110.655172413793	12	5	83	8	45.668031	-121.897456
"135"	"Fall"	"hood river"	"Government Cove"	13687	79	20	684.35	3	6	91	3	45.686396	-121.8430996
"136"	"Fall"	"hood river"	"Hood River Spit"	8825	101	41	215.243902439024	8	3	89	4.5	45.7141777	-121.5088555
"137"	"Fall"	"hood river"	"Hood River Waterfront Park and path"	5643	69	32	176.34375	9	7	84	7	45.7157122	-121.5168904
"138"	"Fall"	"hood river"	"Hood River mouth"	41904	136	156	268.615384615385	4	1	95	2	45.7152892	-121.5063858
"139"	"Fall"	"hood river"	"Hood River--The Hook"	161258	116	148	1089.58108108108	1	2	97	1	45.717025	-121.525898
"140"	"Fall"	"hood river"	"Indian Creek Trail--Arrowhead Ave. to Barrett Dr."	796	37	3	265.333333333333	5	15	80	9	45.6899446	-121.5429876
"141"	"Fall"	"jackson"	"Agate Lake"	46383	157	143	324.356643356643	18	1	81	6	42.4099597	-122.7708006
"142"	"Fall"	"jackson"	"Denman WMA (general, use specific if applicable)"	4465	95	5	893	7	22	71	10	42.4227561	-122.8720797
"143"	"Fall"	"jackson"	"Denman WMA--Little Butte Creek Unit"	32054	122	33	971.333333333333	6	9	85	2.5	42.4512305	-122.8661935
"144"	"Fall"	"jackson"	"Denman WMA--Whetstone Pond"	31673	128	84	377.059523809524	15	7	78	7	42.4181342	-122.8657722
"145"	"Fall"	"jackson"	"Emigrant Lake"	34109	156	99	344.535353535354	16	2	82	4.5	42.1433778	-122.6209306
"146"	"Fall"	"jackson"	"Emigrant Lake--South Shore"	22009	153	35	628.828571428571	9	3	88	1	42.1337652	-122.6129258
"147"	"Fall"	"jackson"	"Givan Ranch Park"	7706	98	7	1100.85714285714	4	21	75	8	42.4782586	-122.8516603
"148"	"Fall"	"jackson"	"Lost Creek Lake--Medco A"	45289	149	82	552.30487804878	10	5	85	2.5	42.6738312	-122.6418829
"149"	"Fall"	"jackson"	"RVM campus"	29525	101	35	843.571428571429	8	19.5	72.5	9	42.307586	-122.838162
"150"	"Fall"	"jackson"	"White City Lagoons (Kirtland Rd. Ponds)"	50050	142	99	505.555555555556	12	6	82	4.5	42.4336881	-122.9128075
"151"	"Fall"	"jefferson"	"Brewer Reservoir"	4442	45	7	634.571428571429	3	23	74	8	44.5946459	-120.9280157
"152"	"Fall"	"jefferson"	"Culver Sewage Ponds (restricted access)"	3219	49	7	459.857142857143	7	16.5	76.5	6	44.528358	-121.220853
"153"	"Fall"	"jefferson"	"Green Ridge Hawk Migration Site"	15473	87	64	241.765625	17	4	79	4	44.53693	-121.604
"154"	"Fall"	"jefferson"	"Haystack Lake Campground (east)"	2250	61	10	225	18	10	72	9.5	44.495054	-121.142432
"155"	"Fall"	"jefferson"	"Haystack Reservoir"	21757	111	40	543.925	6	2	92	1	44.4978522	-121.1505318
"156"	"Fall"	"jefferson"	"Metolius Sewage Ponds (restricted access)"	1663	49	3	554.333333333333	5	16.5	78.5	5	44.5976464	-121.1716273
"157"	"Fall"	"jefferson"	"Pelton Regulating Dam Wildlife Overlook"	19014	84	33	576.181818181818	4	5	91	2	44.7224039	-121.2435661
"158"	"Fall"	"jefferson"	"Suttle Lake"	32525	119	98	331.887755102041	13	1	86	3	44.4225937	-121.7367554
"159"	"Fall"	"jefferson"	"Suttle Lake--Link Creek Campground"	7565	92	51	148.333333333333	25	3	72	9.5	44.4174777	-121.7547315
"160"	"Fall"	"jefferson"	"Trout Creek Campground (Jefferson Co.)"	3487	74	16	217.9375	19	6.5	74.5	7	44.8160444	-121.0948706
"161"	"Fall"	"josephine"	"Hunt Ln."	5435	56	8	679.375	5	15	80	9	42.4421973	-123.4147453
"162"	"Fall"	"josephine"	"Lake Selmac"	58369	147	61	956.868852459016	1	1	98	1	42.2617532	-123.5779095
"163"	"Fall"	"josephine"	"Lower River Rd.--Fort Vannoy & ponds"	8310	60	9	923.333333333333	2	14	84	6	42.4369757	-123.4198952
"164"	"Fall"	"josephine"	"Provolt Pond"	13448	88	15	896.533333333333	3	4	93	2	42.288276	-123.2303596
"165"	"Fall"	"josephine"	"Riverside Park (Josephine Co.)"	14012	76	53	264.377358490566	13	8	79	10	42.428475	-123.328305
"166"	"Fall"	"josephine"	"Rogue Lea Estates ponds"	20359	84	26	783.038461538462	4	5	91	3	42.429792	-123.3599854
"167"	"Fall"	"josephine"	"Siskiyou Field Institute"	2804	69	7	400.571428571429	7	10.5	82.5	7	42.277797	-123.6455172
"168"	"Fall"	"josephine"	"Tussing Park/Reinhart Volunteer Park"	9629	78	36	267.472222222222	12	6.5	81.5	8	42.4285133	-123.3475668
"169"	"Fall"	"josephine"	"Whitehorse County Park"	14147	109	38	372.289473684211	9	2	89	4	42.4371911	-123.4596434
"170"	"Fall"	"josephine"	"Wildlife Images Rehabilitation and Education Center"	4753	93	16	297.0625	10	3	87	5	42.4903381	-123.474403
"171"	"Fall"	"klamath"	"Davis Lake"	59257	108	30	1975.23333333333	4	10	86	3	43.5882401	-121.8540215
"172"	"Fall"	"klamath"	"Eagle Ridge/Shoalwater Bay"	15448	133	23	671.652173913043	24	3.5	72.5	9.5	42.3970939	-121.9592285
"173"	"Fall"	"klamath"	"Lake Ewauna"	34530	96	14	2466.42857142857	3	18	79	6	42.2083036	-121.7774391
"174"	"Fall"	"klamath"	"Lake Ewauna--North Shore Trail"	23650	98	5	4730	1	15	84	4	42.2130695	-121.7754311
"175"	"Fall"	"klamath"	"Link River Trail"	56778	133	59	962.338983050847	14	3.5	82.5	5	42.2278182	-121.7991543
"176"	"Fall"	"klamath"	"Lower Klamath NWR--Straits Drain"	26752	83	14	1910.85714285714	5	22.5	72.5	9.5	42.0243992	-121.7778454
"177"	"Fall"	"klamath"	"Running Y Ranch--Skillet Handle"	20013	112	21	953	16	9	75	8	42.2953879	-121.8783287
"178"	"Fall"	"klamath"	"Veterans Park--Klamath Falls"	77570	100	61	1271.6393442623	10	14	76	7	42.2186735	-121.788522
"179"	"Fall"	"klamath"	"Wingwatchers Lake Ewauna Nature Trail"	87642	131	35	2504.05714285714	2	6	92	2	42.2158372	-121.788817
"180"	"Fall"	"klamath"	"Wood River Wetland"	223152	177	120	1859.6	6	1	93	1	42.5807466	-121.9327068
"181"	"Fall"	"lake"	"Christmas Valley (town)"	15042	100	14	1074.42857142857	8	4	88	3.5	43.2415347	-120.682394
"182"	"Fall"	"lake"	"Eastbay Campground"	4196	41	2	2098	4	23	73	9	42.9437007	-121.0656774
"183"	"Fall"	"lake"	"Goose Lake State Recreation Area (Oregon)"	4996	91	21	237.904761904762	15	6	79	6	41.9941909	-120.3235781
"184"	"Fall"	"lake"	"Hart Lake"	14776	82	6	2462.66666666667	3	9	88	3.5	42.4392941	-119.8736286
"185"	"Fall"	"lake"	"Lake Abert"	42364	41	10	4236.4	2	23	75	7	42.613	-120.2269
"186"	"Fall"	"lake"	"Lakeview Settling Ponds"	2264	57	9	251.555555555556	14	14	72	10	42.1812624	-120.3649235
"187"	"Fall"	"lake"	"Summer Lake"	15654	111	11	1423.09090909091	5	2	93	1.5	42.825	-120.7456
"188"	"Fall"	"lake"	"Summer Lake Wildlife Area"	118418	176	85	1393.15294117647	6	1	93	1.5	42.950819	-120.7639503
"189"	"Fall"	"lake"	"Summer Lake Wildlife Area--Bullgate Dike"	2253	58	7	321.857142857143	13	13	74	8	42.931446	-120.74207
"190"	"Fall"	"lake"	"Summer Lake Wildlife Area--River Ranch Campground and The Barn"	4222	92	9	469.111111111111	11	5	84	5	42.960428	-120.726701
"191"	"Fall"	"lane"	"Alton Baker Park (general)"	82379	131	112	735.526785714286	44	6	50	9	44.0533353	-123.0674572
"192"	"Fall"	"lane"	"Bond Rd."	170847	120	129	1324.39534883721	22	18	60	5	44.1214675	-123.23861
"193"	"Fall"	"lane"	"Creswell Sewage Ponds (restricted access)"	22899	117	2	11449.5	2	22	76	1	43.92343	-123.0364037
"194"	"Fall"	"lane"	"Fern Ridge WMA--Dam"	118259	124	85	1391.28235294118	20	13.5	66.5	3	44.1205895	-123.3029509
"195"	"Fall"	"lane"	"Fern Ridge WMA--Fisher Butte Unit north (dikes around Pond 4, 5, 6, and west edge of 3)"	32727	127	44	743.795454545455	42	10	48	10	44.0667313	-123.263855
"196"	"Fall"	"lane"	"Fern Ridge WMA--Orchard Pt. Park"	48965	128	56	874.375	37	9	54	6	44.1124865	-123.2779098
"197"	"Fall"	"lane"	"Fern Ridge WMA--Perkins Peninsula"	111179	167	157	708.146496815287	46	2	52	7	44.0569986	-123.2899475
"198"	"Fall"	"lane"	"Fern Ridge WMA--Royal Ave. area (general)"	285961	186	274	1043.65328467153	30	1	69	2	44.0705825	-123.2574606
"199"	"Fall"	"lane"	"K.R. Nielsen Rd."	174268	102	87	2003.08045977011	13	36	51	8	44.0465117	-123.2499504
"200"	"Fall"	"lane"	"Trails End Park (Coburg Industrial Way Wetland)"	67264	113	31	2169.8064516129	12	26	62	4	44.1489433	-123.0580246
"201"	"Fall"	"lincoln"	"Boiler Bay State Wayside"	1473901	160	515	2861.94368932039	1	5	94	1	44.8288173	-124.0658998
"202"	"Fall"	"lincoln"	"D River Beach Wayside"	82339	122	99	831.707070707071	17	12.5	70.5	5	44.9676217	-124.0172768
"203"	"Fall"	"lincoln"	"East Devil's Lake State Recreation Area"	60211	110	45	1338.02222222222	8	23.5	68.5	7	44.9672392	-123.9970422
"204"	"Fall"	"lincoln"	"Gleneden Beach State Wayside Park"	28960	97	24	1206.66666666667	9	31	60	9.5	44.8757167	-124.0372968
"205"	"Fall"	"lincoln"	"Lincoln City Sewage Treatment Plant (restricted access)"	25974	113	39	666	19	21	60	9.5	44.930364	-124.007842
